id,ra_deg,dec,mag,ci,spect,lum,proper,dist,x,y,z
63259,195.0686,30.785,4.88,1.165,K1IIIp,398.474,,202.4291,-167.9258,-45.2113,103.6069
63287,195.1361,-33.5053,6.01,0.386,F3V,5.9265,,41.5282,-33.4264,-9.0417,-22.9241
63291,195.1498,-3.3685,5.99,1.119,K2III,35.2209,,100.3009,-96.6478,-26.1677,-5.8934
63294,195.1613,18.373,6.2,0.466,F6Vs,4.4545,,39.2927,-35.9918,-9.7527,12.3851
63300,195.1819,56.3663,4.93,0.368,F2V,6.0145,,25.4453,-13.6018,-3.6909,21.1857
63330,195.2901,17.1231,5.97,0.971,K0III,55.4115,,124.6883,-114.9435,-31.4235,36.7115
63381,195.4461,63.6102,6.01,0.427,F6V,4.673,,36.8868,-15.8031,-4.3666,33.0429
63405,195.5442,10.9591,2.85,0.934,G8IIIvar,71.2525,Vindemiatrix,33.6022,-31.7828,-8.8405,6.3881
63411,195.5664,-71.5489,3.61,1.19,K2III,24.3445,,27.8707,-8.4974,-2.3671,-26.438
63485,195.7723,-71.4757,5.93,0.002,B1.5IIIne,348.0166,,306.7485,-93.7867,-26.49,-290.8556
63521,195.8888,-49.5273,4.83,0.029,A0V,46.5586,,67.6133,-42.2101,-12.015,-51.4344
63535,195.9421,-20.5835,5.58,0.554,F7V,4.0626,,28.2087,-25.3922,-7.2534,-9.9174
63617,196.201,-41.1963,6.24,1.649,M3/M4III,370.169,,364.9635,-263.714,-76.6209,-240.38
63619,196.2074,73.025,6.43,0.218,F0V,33.6977,,120.1923,-33.6961,-9.7943,114.9558
63646,196.2778,-47.1169,6.44,0.414,F5III,23.5939,,101.0101,-65.9824,-19.2668,-74.0145
63680,196.3783,-52.1157,6.43,1.69,M1III,225.1127,,310.559,-182.9662,-53.7746,-245.1093
63698,196.4352,35.7989,5.2,-0.059,B9V,78.9223,,104.3841,-81.204,-23.9538,61.0587
63713,196.4678,45.2685,5.64,1.135,K1III,84.9572,,132.626,-89.5113,-26.4597,94.2193
63742,196.5696,-48.4633,4.71,-0.148,B5V,162.7796,,119.6172,-76.0244,-22.62,-89.5372
63745,196.5885,21.1534,6.0,0.393,F4V,8.5585,,49.6771,-44.4015,-13.227,17.9268
63747,196.5942,22.6162,5.53,1.461,M5III,272.3955,,225.7336,-199.6966,-59.51,86.8072
63749,196.5953,62.0419,6.15,0.997,G7III,40.8507,,116.2791,-52.2439,-15.5699,102.7082
63769,196.6461,-41.5884,5.59,1.05,K0II/III,56.3897,,105.5966,-75.6692,-22.6244,-70.0924
63800,196.726,-35.862,5.63,0.05,A0V,28.7607,,76.8049,-59.6115,-17.9138,-44.995
63801,196.7277,-49.9062,4.27,-0.182,B1.5V,350.2676,,143.2665,-88.3649,-26.5573,-109.5977
63819,196.7947,27.6247,4.8,1.482,K5III,108.1434,,101.626,-86.2004,-26.0167,47.1218
63830,196.8513,-59.8605,5.98,0.435,B9IV+...,102.141,,170.068,-81.7256,-24.7542,-147.0758
63851,196.9096,-53.4598,5.7,-0.061,B8V,45.7931,,100.1001,-57.0216,-17.3349,-80.4243
63874,196.9735,27.556,6.2,1.363,K4III,50.7224,,132.626,-112.459,-34.3253,61.3547
63875,196.9742,-10.7404,5.15,1.138,K2III,67.3597,,94.2507,-88.5656,-27.0336,-17.5645
63891,197.0298,-65.306,5.44,-0.033,WC6 + O9.5I,58076441.7521,,100000.0,-39945.3323,-12235.2466,-90855.2099
63905,197.0854,-78.446,6.43,0.008,A0V,35.5795,,123.4568,-23.636,-7.2648,-120.9551
63914,197.116,-67.7968,6.34,1.71,M1III,201.187,,281.6901,-101.7342,-31.3286,-260.8026
63919,197.1353,-8.9844,5.57,1.178,K3III,48.5736,,97.0874,-91.6396,-28.2538,-15.1617
63963,197.2636,-23.1181,4.94,1.048,K0III,46.3447,,70.9723,-62.3325,-19.371,-27.8657
63976,197.3018,10.0225,5.79,1.025,K0III,37.6011,,94.518,-88.8641,-27.6812,16.4494
63978,197.3093,-9.5381,6.32,1.017,K0,42.228,,127.8772,-120.3982,-37.5214,-21.1897
64009,197.4111,37.4231,6.01,1.169,K3III,38.9762,,106.4963,-80.701,-25.3073,64.7175
64014,197.4251,38.5339,6.25,-0.098,B7III,377.7461,,370.3704,-276.423,-86.7589,230.7324
64021,197.4387,-10.3293,5.95,1.49,K5III,164.4372,,212.766,-199.6972,-62.7293,-38.1502
64023,197.4494,16.8486,5.91,1.45,K5III,160.1032,,206.1856,-188.254,-59.1734,59.7616
64034,197.4875,-5.539,4.38,-0.008,A1V,144.4109,,96.8054,-91.9002,-28.9539,-9.344
64037,197.497,17.5294,4.32,0.455,F5V,5.1761,Diadem,17.8253,-16.2111,-5.1104,5.3689
64042,197.5134,38.499,5.91,0.294,A9III-IV,15.0938,,63.2911,-47.2368,-14.9059,39.3988
64116,197.7435,-52.5669,6.05,-0.079,Ap,44.3404,,115.7407,-67.0046,-21.44,-91.9055
64128,197.7871,-42.2329,5.78,0.521,F7IV,30.5914,,84.8896,-59.8493,-19.2006,-57.0582
64144,197.8468,-43.3686,5.24,1.049,K1/K2III,32.4489,,68.1663,-47.169,-15.1869,-46.809
64170,197.9133,-26.5517,6.49,0.193,A5V,27.0147,,110.6195,-94.1556,-30.4357,-49.4475
64185,197.9642,-69.942,5.92,0.415,F3IV/V,6.6191,,42.1053,-13.7369,-4.4539,-39.5514
64189,197.9686,27.8782,4.23,0.572,G0V,1.475,,9.1291,-7.676,-2.4894,4.2687
64190,197.9711,-63.303,6.32,0.426,F0II,25822601.9063,,100000.0,-42735.3268,-13861.7549,-89339.4851
64202,198.0135,-37.803,4.85,0.693,G3V,4.2737,,20.6697,-15.5311,-5.0504,-12.6695
64203,198.0148,-16.1986,5.04,0.46,F6V,9.6561,,33.9098,-30.9672,-10.0707,-9.4597
64212,198.035,24.258,6.31,1.006,K1III,45.2481,,131.7523,-114.2174,-37.1887,54.13
64220,198.0734,-59.9206,4.58,-0.073,B8V,172.9816,,116.144,-55.3392,-18.0592,-100.5031
64232,198.1061,80.4713,6.25,0.955,K0Ib,119.0145,,207.9002,-32.7119,-10.6957,205.0318
64240,198.1372,11.5561,5.76,1.499,M0III,285.7591,,257.0694,-239.3445,-78.4018,51.498
64261,198.2032,-66.2267,5.91,0.048,A0V(n),31.017,,90.7441,-34.7499,-11.4274,-83.0443
64267,198.2118,-42.6997,6.19,1.057,K0III,90.5316,,176.3668,-123.1224,-40.5088,-119.6042
64273,198.2321,-59.8166,6.18,0.592,G0V,5.2192,,42.1585,-20.1319,-6.6315,-36.4427
64291,198.3017,18.727,6.1,1.201,G8III,35.7108,,106.2699,-95.5529,-31.6043,34.119
64310,198.3473,-50.6998,5.9,-0.011,B9V,47.9071,,112.2334,-67.4731,-22.3765,-86.8505
64315,198.3618,-18.8264,6.26,0.088,A0V,102.8964,,194.1748,-174.4293,-57.8958,-62.6606
64335,198.429,40.1529,4.94,1.061,K0III,182.6417,,140.8451,-102.1309,-34.0318,90.8211
64352,198.4905,-43.1391,6.16,1.366,K5II,33.8532,,106.383,-73.6198,-24.6192,-72.7417
64372,198.5454,-19.9309,5.31,0.862,G8III/IV,9.9449,,38.9712,-34.7345,-11.6526,-13.2848
64375,198.5505,-58.6839,5.91,1.084,K0/K1III,44.9159,,109.1703,-53.7941,-18.052,-93.2656
64378,198.5637,-59.1032,4.9,0.489,F7IV,3.1623,,18.1984,-8.8585,-2.975,-15.6159
64383,198.5723,-78.4475,5.84,1.04,F8Ib,563.3782,,374.5318,-71.1001,-23.8895,-366.9443
64402,198.6303,11.3317,5.64,1.514,M0III,103.8484,,146.6276,-136.2357,-45.9287,28.8105
64418,198.6804,-48.957,5.84,1.061,K0IV,20.9122,,72.1501,-44.8798,-15.1739,-54.4169
64446,198.7894,-36.3714,6.17,0.968,K1III,41.7254,,118.624,-90.4247,-30.7645,-70.3461
64456,198.8124,-67.8946,4.79,-0.078,B8V,145.6129,,117.3709,-41.8086,-14.2429,-108.7433
64477,198.8571,-69.6793,6.37,1.21,K2/K3III,19.5884,,89.1266,-29.2902,-10.0038,-83.5797
64486,198.8832,40.8552,5.77,0.198,A7V,23.5072,,74.0741,-53.0117,-18.1326,48.4555
64520,198.9948,-19.9431,5.21,1.011,K1III,10.6267,,38.4763,-34.1995,-11.7724,-13.1238
64546,199.0595,19.0517,6.46,0.972,G8III,23.3561,,101.4199,-90.6092,-31.3046,33.1057
64569,199.1194,68.408,6.2,-0.052,B9.5V,49.5222,,131.0616,-45.5695,-15.7971,121.8647
64574,199.1344,19.7853,6.43,0.274,F0V,17.0137,,85.3971,-75.9164,-26.3395,28.9066
64585,199.1874,-65.1383,6.06,0.431,F5V,4.9204,,38.7297,-15.3786,-5.3516,-35.1404
64587,199.1938,9.4242,5.19,0.585,G0Vs,2.2553,,17.5593,-16.3594,-5.695,2.8752
64592,199.2126,17.0172,6.49,0.926,K2V,0.2706,,11.0717,-9.9973,-3.4839,3.2402
64598,199.2214,-31.5062,5.1,0.959,K0III,49.5678,,78.9889,-63.5904,-22.1711,-41.2789
64615,199.3043,-66.7834,4.86,1.48,K2Ib/II,1329.2296,,366.3004,-136.2798,-47.7359,-336.6379
64617,199.308,-43.9795,5.82,0.187,Am,17.2346,,64.8929,-44.0698,-15.4399,-45.0617
64618,199.3151,13.6758,5.33,1.304,K3III,63.6209,,99.5025,-91.2397,-31.9787,23.5251
64633,199.3744,-0.6761,6.36,0.26,F0V,16.5044,,81.4332,-76.8164,-27.0127,-0.9609
64639,199.3857,40.5726,4.72,0.306,F3III,73.9946,,81.0373,-58.0647,-20.4315,52.7076
64647,199.4012,5.4699,4.78,1.638,M2III,457.0882,,207.0393,-194.3935,-68.4613,19.7355
64701,199.5605,49.6821,5.14,-0.049,A0V,54.3501,,84.246,-51.3637,-18.2499,64.2347
64720,199.6014,-18.3112,4.74,0.709,G5V,0.8098,,8.5551,-7.6512,-2.7247,-2.6878
64722,199.6155,34.0983,5.81,1.366,K4.5III,97.4541,,153.6098,-119.8188,-42.7021,86.1159
64728,199.6453,-51.2858,6.18,-0.001,A0V,102.6124,,186.9159,-110.0992,-39.3027,-145.8458
64746,199.7014,-79.976,6.34,-0.027,B9.5/A0V,54.8025,,147.0588,-24.0987,-8.6292,-144.8139
64758,199.7304,-23.1715,2.99,0.92,G8III,93.4114,,41.0341,-35.5092,-12.7354,-16.1463
64773,199.7677,35.128,6.01,0.277,F0IV,13.6395,,63.012,-48.4986,-17.4297,36.2574
64789,199.8291,-72.0356,6.04,1.341,K3III,96.6496,,170.068,-49.3433,-17.793,-161.7769
64867,200.079,40.1505,5.6,1.204,K1III,122.0113,,156.0062,-111.9962,-40.9382,100.5925
64903,200.146,-59.7728,6.2,0.41,F3/F5II,51.6654,,133.8688,-63.2704,-23.2113,-115.6674
64904,200.1494,-36.7123,2.75,0.068,A2V,22.4698,Kulou,18.0213,-13.5626,-4.9765,-10.7731
64907,200.1576,-52.7478,5.47,-0.125,B6V,88.7156,,125.3133,-71.2089,-26.14,-99.7468
64914,200.1732,2.9423,6.26,0.102,A3V,50.1187,,135.5014,-127.0213,-46.6673,6.9553
64924,200.2014,-55.8007,6.0,0.236,B0.5Ia,34673685.0453,,100000.0,-52749.7214,-19409.5976,-82708.7324
64939,200.2405,-46.88,5.76,1.106,K1III,69.5024,,126.7427,-81.2826,-29.9714,-92.5125
64978,200.374,-19.4893,6.21,0.098,A2/A3V,22.532,,88.8099,-78.4838,-29.1474,-29.6297
64993,200.4235,2.0872,5.69,0.045,A2V,21.1446,,67.7048,-63.4067,-23.6104,2.4659
65025,200.5164,43.9034,6.34,0.255,A7m,35.8426,,118.9061,-80.239,-30.0263,82.4548
65036,200.5404,5.1548,5.89,0.109,A2m,16.6725,,65.9196,-61.4791,-23.0355,5.9226
65042,200.5679,-52.183,5.81,0.072,B2.5Ib,41304750.199,,100000.0,-57405.8392,-21540.6986,-78997.2654
65066,200.6582,-60.9884,4.52,-0.141,B3V,160.1032,,108.6957,-49.3264,-18.5978,-95.0567
65083,200.7188,-47.9432,6.18,0.181,A4V,269.6497,,303.0303,-189.8622,-71.8141,-224.9944
65084,200.7192,-72.1467,6.06,0.049,B6V,258.9405,,280.8989,-80.5485,-30.4676,-267.3721
65096,200.7546,-17.7353,5.36,0.987,K0III,55.0047,,93.8086,-83.552,-31.6628,-28.5759
65098,200.7608,-48.5628,6.37,-0.077,B6IV,1039.4414,,649.3506,-401.8357,-152.3289,-486.8061
65106,200.786,-33.1899,6.17,1.653,M2III,186.2087,,250.6266,-196.0882,-74.432,-137.1969
65118,200.8287,-4.9244,5.88,1.431,K3III,563.8973,,381.6794,-355.4189,-135.215,-32.764
65166,200.9673,-49.8228,6.48,0.959,G8III,32.5087,,120.7729,-72.7578,-27.8814,-92.2769
65171,200.9747,37.0339,6.1,1.637,M3III,400.3133,,355.8719,-265.2612,-101.6898,214.3373
65173,200.9812,54.9254,2.23,0.057,A2V,77.3393,Mizar,26.3089,-14.1159,-5.4133,21.5313
65176,200.9879,-20.9246,6.44,1.101,K1/K2III/IV,56.2859,,156.0062,-136.0504,-52.1917,-55.7159
65182,201.0019,-64.5357,4.52,0.822,G5III-IV,86.2979,,79.8085,-32.0341,-12.298,-72.0554
65212,201.1272,12.4318,6.44,1.062,K0III,84.1783,,190.8397,-173.838,-67.1734,41.0836
65215,201.1385,-5.164,5.76,0.415,F3V,3.8833,,29.967,-27.8371,-10.7629,-2.6972
65261,201.2778,23.8544,5.75,0.09,A3IV,33.4195,,87.4891,-74.5609,-29.0369,35.3818
65263,201.2804,-74.8878,5.04,1.11,K0III,38.5834,,67.7966,-16.4701,-6.4149,-65.452
65269,201.2982,-11.1613,0.98,-0.235,B1V,2070.1413,Spica,76.5697,-69.9908,-27.2858,-14.8218
65272,201.3062,54.988,3.99,0.169,A5V SB,13.8676,Alcor,25.0564,-13.3935,-5.2236,20.522
65274,201.3085,-64.4851,5.32,0.411,F2III,9.9632,,39.2003,-15.731,-6.136,-35.3772
65317,201.4599,-70.6272,5.65,-0.018,Ap,88.6339,,136.0544,-42.0022,-16.5111,-128.3511
65330,201.5322,-39.7551,5.11,1.181,Kp...,30.5914,,62.3441,-44.5843,-17.5912,-39.8695
65332,201.5335,72.3915,5.82,1.652,M1III,529.6634,,359.7122,-101.2221,-39.9408,342.8581
65340,201.5476,-1.1925,5.97,0.183,A7III,21.8575,,78.3085,-72.82,-28.7544,-1.6297
65345,201.5691,46.0281,5.88,0.985,K0III:,61.7163,,126.2626,-81.5261,-32.2277,90.8686
65375,201.6799,-12.7077,5.27,1.477,K5III,123.7086,,134.9528,-122.3347,-48.6331,-29.6865
65387,201.7338,-41.4976,5.69,1.477,K3III,1653.484,,598.8024,-416.6118,-166.075,-396.7594
65389,201.7381,78.6439,5.74,0.769,G2.5IIIb,33.8532,,87.6424,-16.0301,-6.3915,85.9266
65400,201.7766,-49.1437,6.31,0.003,A0III/IV,497.0499,,436.6812,-265.2756,-105.9771,-330.285
65415,201.8111,-40.1627,6.4,0.974,G8/K0III,36.7451,,123.7624,-87.8106,-35.1414,-79.8218
65424,201.8361,-49.3813,6.27,-0.123,B3IV,1729.8164,,800.0,-483.45,-193.7193,-607.247
65433,201.8632,-15.9736,4.76,1.096,K1IIICN...,80.1678,,85.9107,-76.6531,-30.7572,-23.6421
65472,201.9986,52.7456,6.34,0.259,F0,24.1213,,97.561,-54.7591,-22.1226,77.6542
65476,202.0078,-26.4022,6.49,1.608,K5III,406.6305,,429.1845,-356.4066,-144.0543,-190.8455
65515,202.1076,13.7788,4.97,0.714,G5V,2.8973,,17.9856,-16.1838,-6.574,4.2837
65517,202.1093,40.7296,6.49,0.927,G8III,30.4229,,117.3709,-82.4031,-33.476,76.5834
65522,202.113,59.9458,5.4,-0.01,A1Vn,30.7044,,71.3776,-33.1178,-13.4565,61.781
65548,202.1909,50.7186,6.42,0.404,F0IV,14.696,,78.9889,-46.306,-18.8886,61.141
65549,202.1951,-69.6272,6.17,-0.014,B8V,104.3278,,187.6173,-60.4752,-24.6734,-175.8813
65577,202.2831,-64.6758,6.09,0.117,A2m,23.9662,,86.6551,-34.2978,-14.0548,-78.3277
65584,202.3042,10.8183,5.65,1.052,K0III,46.1743,,98.2318,-89.2671,-36.6187,18.4376
65590,202.3122,-1.3644,6.42,1.122,K0III,55.9242,,154.0832,-142.5065,-58.4815,-3.669
65604,202.3552,-51.1651,5.04,0.059,A0V,203.0486,,155.521,-90.1942,-37.0929,-121.1441
65629,202.4283,-23.2813,6.4,1.317,M6/M7e,37.0169,,124.2236,-105.4773,-43.5355,-49.0989
65656,202.5003,7.1789,6.18,1.471,K5,311.6018,,325.7329,-298.5782,-123.6771,40.7059
65685,202.6072,-6.4703,6.1,0.341,F2V,8.9536,,53.2198,-48.8176,-20.328,-5.9972
65729,202.7611,-39.4073,3.9,1.186,G8II/III,1850.1204,,277.7778,-197.912,-83.0364,-176.3414
65743,202.8158,42.1062,6.07,1.075,K2III,21.0087,,80.3859,-54.9723,-23.126,53.8993
65761,202.8882,-28.1127,6.48,0.09,A1V,22.0597,,99.5025,-80.8534,-34.1342,-46.8864
65798,202.9912,-6.2558,4.68,1.606,M3III,175.7114,,122.549,-112.1425,-47.5813,-13.3539
65807,203.0117,-18.7289,6.01,0.196,A7IV/V,20.1372,,76.5697,-66.7448,-28.3476,-24.5858
65811,203.0225,-38.3988,6.14,1.031,K1III,29.2415,,97.9432,-70.6449,-30.0198,-60.8357
65852,203.1436,-29.5653,6.45,0.438,F5IV,5.8506,,50.5306,-40.4141,-17.2745,-24.9325
65857,203.1496,-28.6928,5.69,0.037,A0/A1V,23.6374,,71.582,-57.7363,-24.6857,-34.3674
65878,203.2009,24.3467,6.11,0.969,G8III,56.7545,,134.5895,-112.7037,-48.3069,55.4856
65883,203.2152,-15.363,5.52,1.228,K1III,134.2765,,157.7287,-139.7777,-59.9527,-41.7876
65890,203.242,-10.165,5.21,0.964,K0III,37.325,,72.0981,-65.2072,-28.0044,-12.7241
65944,203.3996,-65.6327,6.36,-0.014,A0V,30.9314,,111.4827,-42.2132,-18.2669,-101.5517
65989,203.5305,55.3484,5.6,-0.014,A0V,42.0339,,91.5751,-47.7386,-20.7875,75.332
65991,203.5331,3.659,4.92,0.029,A1p SrCrEu,30.0885,,56.6572,-51.8391,-22.5759,3.6157
66014,203.5911,38.7893,6.37,0.241,F0IV,12.0226,,69.8324,-49.8821,-21.7837,43.7471
66025,203.6137,49.016,4.68,0.132,A5V,35.7437,,55.2792,-33.2191,-14.5225,41.7299
66027,203.6207,-48.2722,6.32,-0.052,B8III,238.5613,,303.9514,-185.3582,-81.0608,-226.8435
66038,203.6685,-13.2143,5.92,0.02,A0V,81.8842,,148.1481,-132.0936,-57.8986,-33.8658
66040,203.6733,-0.5958,3.38,0.114,A3V,19.971,Heze,22.7118,-20.7995,-9.1188,-0.2362
66042,203.6783,76.5467,6.46,1.573,K5III:,119.4538,,229.3578,-48.8685,-21.4297,223.0642
66045,203.6816,-33.3109,6.46,1.25,K2III,77.5532,,184.8429,-141.4658,-62.045,-101.5122
66048,203.6991,37.1824,4.91,0.404,F2IV SB,19.7333,,45.6621,-33.3117,-14.6222,27.5961
66111,203.8804,-5.3962,5.7,0.95,G6III,43.1718,,97.1817,-88.4684,-39.1676,-9.1392
66117,203.8893,10.205,6.48,1.043,K1III+...,32.3594,,120.4819,-108.4175,-48.0197,21.3458
66176,204.1662,49.4866,6.48,1.175,K1III,54.4001,,156.25,-92.6083,-41.5542,118.7898
66191,204.2019,-26.4952,5.73,0.22,A7V+...,29.5937,,81.5661,-66.5832,-29.9263,-36.3885
66196,204.2107,-34.4678,6.48,1.026,K0III,38.7972,,131.9261,-99.199,-44.6041,-74.6627
66208,204.2462,24.6133,5.72,1.593,M2III,88.7973,,140.647,-116.5885,-52.5099,58.5783
66218,204.2751,-44.1432,5.96,0.936,G8/K0III,58.2371,,127.2265,-83.2255,-37.5342,-88.6074
66226,204.296,71.2423,5.5,1.219,K2III,87.4178,,126.1034,-36.9593,-16.6846,119.4056
66229,204.3012,-61.6919,5.63,0.493,F6V,6.223,,35.727,-15.441,-6.9723,-31.4544
66245,204.3478,-46.4279,5.91,-0.11,B8V,60.2005,,126.4223,-79.3886,-35.9251,-91.5939
66249,204.3652,36.2949,4.82,0.239,A7III,38.1241,,60.9013,-44.7135,-20.2502,36.05
66311,204.5318,-58.4146,6.41,1.113,K1III,59.7035,,158.4786,-75.5132,-34.4639,-135.0017
66312,204.5329,14.3019,6.49,0.274,A9Vs,11.8468,,73.2601,-64.5809,-29.4759,18.0976
66353,204.6753,-29.5609,5.81,0.431,F3V,8.8471,,46.2749,-36.576,-16.804,-22.8296
66364,204.6908,-70.4448,6.11,1.415,K3III,52.9663,,130.039,-39.5466,-18.1817,-122.5383
66365,204.704,-57.6227,6.0,1.138,G5Ib,34673685.0453,,100000.0,-48648.3247,-22379.8391,-84454.0307
66384,204.7595,18.2653,6.46,1.217,K3III,62.4022,,165.8375,-143.0051,-65.9551,51.9764
66397,204.8001,-75.6838,6.32,-0.003,B8IV,144.278,,236.4066,-53.0659,-24.52,-229.0652
66403,204.8121,51.8042,6.49,1.378,K2,152.8974,,263.1579,-147.7026,-68.2862,206.8164
66424,204.8771,52.9212,5.46,0.113,A3Vn,16.3682,,53.5906,-29.3124,-13.5921,42.755
66430,204.8942,10.7463,5.57,0.348,F0V,18.5353,,59.988,-53.46,-24.8088,11.1854
66435,204.9202,-39.7476,6.29,1.597,M3/M4III,249.8044,,306.7485,-213.8907,-99.3764,-196.137
66446,204.9523,-40.0517,5.61,1.301,K2/K3III,115.0271,,152.207,-105.6339,-49.1509,-97.942
66447,204.9719,-53.4664,2.29,-0.171,B1III,1814.6798,,131.0616,-70.7265,-32.9381,-105.309
66456,204.9993,-49.95,5.74,1.496,M8III,109.2446,,157.4803,-91.8382,-42.8236,-120.5484
66470,205.0448,-64.5766,5.79,0.401,F3III-IV,20.2862,,69.4444,-27.0097,-12.6206,-62.7194
66479,205.0649,31.012,6.21,0.963,G5II:,78.343,,165.5629,-128.5345,-60.1141,85.301
66489,205.0892,57.2076,6.28,0.111,A4p SrCrEu,22.2229,,91.0747,-44.6718,-20.9155,76.5609
66493,205.097,50.5194,6.31,0.537,F7.7V,1.6719,,25.3293,-14.5844,-6.8309,19.5502
66514,205.1628,28.0652,6.22,1.311,K3III,78.6321,,166.6667,-133.1125,-62.5326,78.4126
66516,205.1686,19.9557,5.73,0.017,A1V,44.9987,,100.6036,-85.5852,-40.2161,34.3354
66527,205.1845,54.6816,4.63,1.63,M2IIIvar,315.6458,,160.5136,-83.975,-39.4879,130.9714
66541,205.2339,-85.786,5.56,0.183,A2m...,36.4754,,83.7521,-5.5669,-2.6236,-83.5257
66551,205.2598,22.4958,5.63,1.009,G9III,51.713,,102.9866,-86.0521,-40.6028,39.4042
66586,205.3744,64.8224,5.85,0.073,A2V,18.5183,,68.2128,-26.2199,-12.4357,61.7321
66591,205.4032,-8.703,5.03,1.623,M2III,206.8236,,156.25,-139.5172,-66.2573,-23.6425
66609,205.4366,-54.5594,4.99,-0.055,B8Vn+...,60.8135,,83.1947,-43.5647,-20.7202,-67.7802
66637,205.5046,-58.7871,5.38,-0.029,B9IV,352.858,,239.8082,-112.163,-53.5101,-205.0953
66648,205.5532,8.3884,6.16,0.418,F3Vp,3.9737,,36.4431,-32.5267,-15.5515,5.3164
66666,205.5957,82.7524,5.92,0.993,G9III,56.079,,122.549,-13.9432,-6.6792,121.5699
66680,205.6201,41.6743,6.3,0.879,G6III,205.3052,,279.3296,-188.1281,-90.217,185.7249
66691,205.6639,78.0644,5.91,1.0,G7III:,38.1944,,100.7049,-18.7723,-9.02,98.5277
66695,205.6809,34.989,5.98,0.857,G5III,76.1377,,146.8429,-108.4194,-52.1343,84.2026
66711,205.7277,-50.7902,6.43,1.671,M0III,157.4708,,259.7403,-147.9205,-71.2773,-201.2563
66712,205.7293,-41.401,5.96,1.019,K0III,43.8127,,110.3753,-74.584,-35.9418,-72.994
66713,205.7338,-56.768,6.0,-0.096,B0.5III,2716.4393,,884.9558,-436.883,-210.5751,-740.2284
66724,205.7655,3.5379,5.35,1.091,K1III,33.7287,,73.0994,-65.7065,-31.7149,4.5109
66772,205.917,-42.0675,5.96,-0.075,B8III,1353.9418,,613.4969,-409.6291,-199.0557,-411.0465
66780,205.9382,22.7004,6.12,1.447,K4III,90.1156,,170.3578,-141.3297,-68.7424,65.7433
66793,205.9783,52.0644,6.02,0.017,A1V,31.4196,,96.0615,-53.0892,-25.8684,75.7639
66824,206.0667,-51.0125,6.44,-0.106,A0p,32.7793,,119.0476,-67.2805,-32.9119,-92.5336
66845,206.1243,-16.1791,5.55,0.805,G1IV/V,334.8112,,252.5253,-217.7482,-106.7881,-70.3637
66859,206.1903,-25.5009,6.21,1.374,K3III,71.978,,158.7302,-128.5577,-63.2312,-68.3374
66890,206.3049,55.8793,6.47,0.486,F7IV-V,2.6915,,34.5901,-17.3937,-8.5983,28.6357
66891,206.306,10.3253,6.42,1.226,K2,39.1201,,128.866,-113.6499,-56.184,23.0975
66927,206.3961,-15.7675,6.18,0.046,A0V,33.0217,,106.0445,-91.4143,-45.3707,-28.8159
66931,206.4037,-26.116,5.81,0.023,A0V,31.2752,,87.0322,-69.9946,-34.7513,-38.3107
66941,206.4221,-33.0437,4.23,0.39,F3V,6.6619,,19.4024,-14.5652,-7.2372,-10.5797
66960,206.4847,-12.4265,5.5,0.898,G8III,85.428,,124.6883,-108.9882,-54.3031,-26.8314
66982,206.5565,41.0887,5.88,0.211,A5V,10.6955,,52.5486,-35.4269,-17.7068,34.5364
66985,206.5605,-54.6834,6.42,0.116,A1V,25.9418,,104.9318,-54.2585,-27.1239,-85.6212
66998,206.5795,38.5036,5.92,0.948,G9III,63.797,,130.719,-91.4854,-45.7714,81.381
67019,206.6486,54.4327,5.68,-0.039,B9p EuCr,36.9148,,89.0472,-46.2931,-23.231,72.4339
67023,206.6641,-51.4328,4.64,0.955,G8/K0III,78.6321,,80.5153,-44.8577,-22.5258,-62.9531
67027,206.6805,25.7022,5.97,0.523,F6IV-V,28.6814,,89.6861,-72.208,-36.2861,38.8963
67032,206.7348,-36.2519,5.15,-0.007,A0V,135.8939,,133.8688,-96.4145,-48.5648,-79.1616
67034,206.738,6.3504,6.33,0.63,G0V,2.5657,,31.6656,-28.1062,-14.1593,3.5025
67038,206.7492,38.5427,5.51,1.036,K0III+...,51.428,,97.1817,-67.8759,-34.211,60.5537
67050,206.7953,-62.5897,6.4,0.0,A7V,1315.8307,,740.7407,-304.3905,-153.7272,-657.5798
67059,206.8059,-9.7095,6.04,1.418,K5III,116.3054,,186.5672,-164.1334,-82.9308,-31.4649
67063,206.8157,17.4569,4.5,0.508,F7V,3.3667,,15.6177,-13.2963,-6.721,4.6851
67076,206.8558,-17.8598,5.41,1.623,M2III,257.0396,,207.4689,-176.1729,-89.2068,-63.6285
67079,206.8651,-50.2493,5.92,0.279,A3m...,15.7036,,64.8508,-36.9932,-18.7394,-49.8595
67088,206.8853,49.3133,1.85,-0.099,B3V SB,160.9904,Alkaid,31.8674,-18.5296,-9.3946,24.1646
67091,206.9108,-50.3207,5.46,1.351,K2III,132.923,,152.6718,-86.9236,-44.1194,-117.5008
67171,207.1614,31.1902,5.61,1.032,K0III,37.7398,,87.184,-66.3572,-34.0465,45.1509
67244,207.3614,-34.4508,4.19,1.52,M5III,57.8096,,56.1167,-41.0976,-21.2678,-31.7451
67246,207.3693,15.7979,4.05,1.52,K5IIIvar,136.2699,,80.7754,-69.024,-35.7318,21.9907
67251,207.3762,-41.6877,3.41,-0.225,B2IV,674.8387,Heng,133.8688,-88.7746,-45.9696,-89.0321
